timestamp,source_path,original_target,final_target,conflict_detected,action_taken
2025-03-16T16:19:09.024186,src/dewey/consolidated_functions/chat,src/dewey/llm/legacy/chat.py,src/dewey/llm/legacy/chat.py,False,moved
2025-03-16T16:19:09.038699,src/dewey/consolidated_functions/adversarial,src/dewey/legacy_functions/adversarial.py,src/dewey/legacy_functions/adversarial.py,False,moved
2025-03-16T16:19:09.052173,src/dewey/consolidated_functions/converter,src/dewey/legacy_functions/converter.py,src/dewey/legacy_functions/converter.py,False,moved
2025-03-16T16:19:09.064670,src/dewey/consolidated_functions/configargparse,tests/legacy/configargparse.py,tests/legacy/configargparse.py,False,moved
2025-03-16T16:19:09.078078,src/dewey/consolidated_functions/test_models,tests/legacy/test_models.py,tests/legacy/test_models.py,False,moved
2025-03-16T16:19:09.090163,src/dewey/consolidated_functions/log_analyzer,src/dewey/llm/legacy/log_analyzer.py,src/dewey/llm/legacy/log_analyzer.py,False,moved
2025-03-16T16:19:09.103310,src/dewey/consolidated_functions/duckduckgo,src/dewey/core/legacy/duckduckgo.py,src/dewey/core/legacy/duckduckgo.py,False,moved
2025-03-16T16:19:09.116384,src/dewey/consolidated_functions/podcast_utils,src/dewey/legacy_functions/podcast_utils.py,src/dewey/legacy_functions/podcast_utils.py,False,moved
2025-03-16T16:19:09.129678,src/dewey/consolidated_functions/example_workflow,src/dewey/core/legacy/example_workflow.py,src/dewey/core/legacy/example_workflow.py,False,moved
2025-03-16T16:19:09.141969,src/dewey/consolidated_functions/mixins,src/dewey/legacy_functions/mixins.py,src/dewey/legacy_functions/mixins.py,False,moved
2025-03-16T16:19:09.153751,src/dewey/consolidated_functions/company_views,src/dewey/legacy_functions/company_views.py,src/dewey/legacy_functions/company_views.py,False,moved
2025-03-16T16:19:09.167483,src/dewey/consolidated_functions/test_gmail_history_sync,tests/legacy/test_gmail_history_sync.py,tests/legacy/test_gmail_history_sync.py,False,moved
2025-03-16T16:19:09.182628,src/dewey/consolidated_functions/test_sync_emails,tests/legacy/test_sync_emails.py,tests/legacy/test_sync_emails.py,False,moved
2025-03-16T16:19:09.196966,src/dewey/consolidated_functions/sec_engine,src/dewey/legacy_functions/sec_engine.py,src/dewey/legacy_functions/sec_engine.py,False,moved
2025-03-16T16:19:09.210915,src/dewey/consolidated_functions/config,src/dewey/legacy_functions/config.py,src/dewey/legacy_functions/config.py,False,moved
2025-03-16T16:19:09.223832,src/dewey/consolidated_functions/contact_enrichment,src/dewey/legacy_functions/contact_enrichment.py,src/dewey/legacy_functions/contact_enrichment.py,False,moved
2025-03-16T16:19:09.237563,src/dewey/consolidated_functions/ethical_analyzer,src/dewey/core/legacy/ethical_analyzer.py,src/dewey/core/legacy/ethical_analyzer.py,False,moved
2025-03-16T16:19:09.251817,src/dewey/consolidated_functions/gmail_sync,src/dewey/legacy_functions/gmail_sync.py,src/dewey/legacy_functions/gmail_sync.py,False,moved
2025-03-16T16:19:09.264027,src/dewey/consolidated_functions/minio_zip_extraction,src/dewey/core/legacy/minio_zip_extraction.py,src/dewey/core/legacy/minio_zip_extraction.py,False,moved
2025-03-16T16:19:09.275820,src/dewey/consolidated_functions/logging_utils,src/dewey/legacy_functions/logging_utils.py,src/dewey/legacy_functions/logging_utils.py,False,moved
2025-03-16T16:19:09.288996,src/dewey/consolidated_functions/filter_generator,src/dewey/core/legacy/filter_generator.py,src/dewey/core/legacy/filter_generator.py,False,moved
2025-03-16T16:19:09.302076,src/dewey/consolidated_functions/test_yahoo_finance_engine,tests/legacy/test_yahoo_finance_engine.py,tests/legacy/test_yahoo_finance_engine.py,False,moved
2025-03-16T16:19:09.313894,src/dewey/consolidated_functions/content_processor,src/dewey/legacy_functions/content_processor.py,src/dewey/legacy_functions/content_processor.py,False,moved
2025-03-16T16:19:09.325834,src/dewey/consolidated_functions/test_company_analysis_flow,tests/legacy/test_company_analysis_flow.py,tests/legacy/test_company_analysis_flow.py,False,moved
2025-03-16T16:19:09.339069,src/dewey/consolidated_functions/media_scanner,src/dewey/legacy_functions/media_scanner.py,src/dewey/legacy_functions/media_scanner.py,False,moved
2025-03-16T16:19:09.352553,src/dewey/consolidated_functions/sts_xml_parser,src/dewey/legacy_functions/sts_xml_parser.py,src/dewey/legacy_functions/sts_xml_parser.py,False,moved
2025-03-16T16:19:09.365332,src/dewey/consolidated_functions/email_analyzer,src/dewey/legacy_functions/email_analyzer.py,src/dewey/legacy_functions/email_analyzer.py,False,moved
2025-03-16T16:19:09.378641,src/dewey/consolidated_functions/sec_etl,src/dewey/legacy_functions/sec_etl.py,src/dewey/legacy_functions/sec_etl.py,False,moved
2025-03-16T16:19:09.390615,src/dewey/consolidated_functions/image_generation,src/dewey/llm/legacy/image_generation.py,src/dewey/llm/legacy/image_generation.py,False,moved
2025-03-16T16:19:09.402566,src/dewey/consolidated_functions/event_callback,src/dewey/llm/legacy/event_callback.py,src/dewey/llm/legacy/event_callback.py,False,moved
2025-03-16T16:19:09.417082,src/dewey/consolidated_functions/chat_history,src/dewey/legacy_functions/chat_history.py,src/dewey/legacy_functions/chat_history.py,False,moved
2025-03-16T16:19:09.430180,src/dewey/consolidated_functions/pro_chat,src/dewey/llm/legacy/pro_chat.py,src/dewey/llm/legacy/pro_chat.py,False,moved
2025-03-16T16:19:09.443378,src/dewey/consolidated_functions/test_admin,tests/legacy/test_admin.py,tests/legacy/test_admin.py,False,moved
2025-03-16T16:19:09.456809,src/dewey/consolidated_functions/database_manager,src/dewey/legacy_functions/database_manager.py,src/dewey/legacy_functions/database_manager.py,False,moved
2025-03-16T16:19:09.468816,src/dewey/consolidated_functions/file_loader,src/dewey/core/legacy/file_loader.py,src/dewey/core/legacy/file_loader.py,False,moved
2025-03-16T16:19:09.480723,src/dewey/consolidated_functions/base_engine,src/dewey/llm/legacy/base_engine.py,src/dewey/llm/legacy/base_engine.py,False,moved
2025-03-16T16:19:09.493569,src/dewey/consolidated_functions/test_main,tests/legacy/test_main.py,tests/legacy/test_main.py,False,moved
2025-03-16T16:19:09.507716,src/dewey/consolidated_functions/cli_tick_manager,src/dewey/legacy_functions/cli_tick_manager.py,src/dewey/legacy_functions/cli_tick_manager.py,False,moved
2025-03-16T16:19:09.521746,src/dewey/consolidated_functions/tick_manager,tests/legacy/tick_manager.py,tests/legacy/tick_manager.py,False,moved
2025-03-16T16:19:09.533759,src/dewey/consolidated_functions/health,tests/legacy/health.py,tests/legacy/health.py,False,moved
2025-03-16T16:19:09.545991,src/dewey/consolidated_functions/duckduckgo_engine,src/dewey/legacy_functions/duckduckgo_engine.py,src/dewey/legacy_functions/duckduckgo_engine.py,False,moved
2025-03-16T16:19:09.558994,src/dewey/consolidated_functions/github_integration,tests/legacy/github_integration.py,tests/legacy/github_integration.py,False,moved
2025-03-16T16:19:09.572829,src/dewey/consolidated_functions/bing,src/dewey/legacy_functions/bing.py,src/dewey/legacy_functions/bing.py,False,moved
2025-03-16T16:19:09.585441,src/dewey/consolidated_functions/test_minio,tests/legacy/test_minio.py,tests/legacy/test_minio.py,False,moved
2025-03-16T16:19:09.597315,src/dewey/consolidated_functions/wsgi,src/dewey/core/legacy/wsgi.py,src/dewey/core/legacy/wsgi.py,False,moved
2025-03-16T16:19:09.610874,src/dewey/consolidated_functions/dokku_tests,tests/legacy/dokku_tests.py,tests/legacy/dokku_tests.py,False,moved
2025-03-16T16:19:09.623688,src/dewey/consolidated_functions/index_utils,src/dewey/core/legacy/index_utils.py,src/dewey/core/legacy/index_utils.py,False,moved
2025-03-16T16:19:09.638618,src/dewey/consolidated_functions/test_service_manager,tests/legacy/test_service_manager.py,tests/legacy/test_service_manager.py,False,moved
2025-03-16T16:19:09.650944,src/dewey/consolidated_functions/email_checker,src/dewey/legacy_functions/email_checker.py,src/dewey/legacy_functions/email_checker.py,False,moved
2025-03-16T16:19:09.663086,src/dewey/consolidated_functions/setup_periodic_tasks,src/dewey/core/legacy/setup_periodic_tasks.py,src/dewey/core/legacy/setup_periodic_tasks.py,False,moved
2025-03-16T16:19:09.676189,src/dewey/consolidated_functions/managers,src/dewey/legacy_functions/managers.py,src/dewey/legacy_functions/managers.py,False,moved
2025-03-16T16:19:09.688513,src/dewey/consolidated_functions/test_portfolio_widget,tests/legacy/test_portfolio_widget.py,tests/legacy/test_portfolio_widget.py,False,moved
2025-03-16T16:19:09.703609,src/dewey/consolidated_functions/test_searxng,tests/legacy/test_searxng.py,tests/legacy/test_searxng.py,False,moved
2025-03-16T16:19:09.718203,src/dewey/consolidated_functions/setup,src/dewey/llm/legacy/setup.py,src/dewey/llm/legacy/setup.py,False,moved
2025-03-16T16:19:09.731692,src/dewey/consolidated_functions/tests,tests/legacy/tests.py,tests/legacy/tests.py,False,moved
2025-03-16T16:19:09.743758,src/dewey/consolidated_functions/plugin,src/dewey/legacy_functions/plugin.py,src/dewey/legacy_functions/plugin.py,False,moved
2025-03-16T16:19:09.756098,src/dewey/consolidated_functions/s3_upload_download,src/dewey/core/legacy/s3_upload_download.py,src/dewey/core/legacy/s3_upload_download.py,False,moved
2025-03-16T16:19:09.772154,src/dewey/consolidated_functions/admin,src/dewey/llm/legacy/admin.py,src/dewey/llm/legacy/admin.py,False,moved
2025-03-16T16:19:09.784195,src/dewey/consolidated_functions/oauth_sts_s3,src/dewey/core/legacy/oauth_sts_s3.py,src/dewey/core/legacy/oauth_sts_s3.py,False,moved
2025-03-16T16:19:09.796221,src/dewey/consolidated_functions/client_advocate,src/dewey/legacy_functions/client_advocate.py,src/dewey/legacy_functions/client_advocate.py,False,moved
2025-03-16T16:19:09.808114,src/dewey/consolidated_functions/email_analyzer_tests,tests/legacy/email_analyzer_tests.py,tests/legacy/email_analyzer_tests.py,False,moved
2025-03-16T16:19:09.821160,src/dewey/consolidated_functions/rss_feed_manager,src/dewey/legacy_functions/rss_feed_manager.py,src/dewey/legacy_functions/rss_feed_manager.py,False,moved
2025-03-16T16:19:09.836156,src/dewey/consolidated_functions/import_data,src/dewey/llm/legacy/import_data.py,src/dewey/llm/legacy/import_data.py,False,moved
2025-03-16T16:19:09.848390,src/dewey/consolidated_functions/data_processing,src/dewey/legacy_functions/data_processing.py,src/dewey/legacy_functions/data_processing.py,False,moved
2025-03-16T16:19:09.860256,src/dewey/consolidated_functions/terminal,src/dewey/legacy_functions/terminal.py,src/dewey/legacy_functions/terminal.py,False,moved
2025-03-16T16:19:09.873561,src/dewey/consolidated_functions/test_required_attributes,tests/legacy/test_required_attributes.py,tests/legacy/test_required_attributes.py,False,moved
2025-03-16T16:19:09.886442,src/dewey/consolidated_functions/markdown_parser,src/dewey/legacy_functions/markdown_parser.py,src/dewey/legacy_functions/markdown_parser.py,False,moved
2025-03-16T16:19:09.900470,src/dewey/consolidated_functions/fred_engine,src/dewey/legacy_functions/fred_engine.py,src/dewey/legacy_functions/fred_engine.py,False,moved
2025-03-16T16:19:09.912848,src/dewey/consolidated_functions/searxng,src/dewey/legacy_functions/searxng.py,src/dewey/legacy_functions/searxng.py,False,moved
2025-03-16T16:19:09.925140,src/dewey/consolidated_functions/sync_google,src/dewey/core/legacy/sync_google.py,src/dewey/core/legacy/sync_google.py,False,moved
2025-03-16T16:19:09.937175,src/dewey/consolidated_functions/portfolio_widget,src/dewey/legacy_functions/portfolio_widget.py,src/dewey/legacy_functions/portfolio_widget.py,False,moved
2025-03-16T16:19:09.949366,src/dewey/consolidated_functions/attio_integration_test,tests/legacy/attio_integration_test.py,tests/legacy/attio_integration_test.py,False,moved
2025-03-16T16:19:09.962653,src/dewey/consolidated_functions/utils,src/dewey/legacy_functions/utils.py,src/dewey/legacy_functions/utils.py,False,moved
2025-03-16T16:19:09.975938,src/dewey/consolidated_functions/extractor,src/dewey/legacy_functions/extractor.py,src/dewey/legacy_functions/extractor.py,False,moved
2025-03-16T16:19:09.988078,src/dewey/consolidated_functions/triage,src/dewey/legacy_functions/triage.py,src/dewey/legacy_functions/triage.py,False,moved
2025-03-16T16:19:10.001269,src/dewey/consolidated_functions/db_migration,src/dewey/llm/legacy/db_migration.py,src/dewey/llm/legacy/db_migration.py,False,moved
2025-03-16T16:19:10.013494,src/dewey/consolidated_functions/models,src/dewey/llm/legacy/models.py,src/dewey/llm/legacy/models.py,False,moved
2025-03-16T16:19:10.026685,src/dewey/consolidated_functions/sync_emails,src/dewey/core/legacy/sync_emails.py,src/dewey/core/legacy/sync_emails.py,False,moved
2025-03-16T16:19:10.039597,src/dewey/consolidated_functions/tick_processor,src/dewey/legacy_functions/tick_processor.py,src/dewey/legacy_functions/tick_processor.py,False,moved
2025-03-16T16:19:10.053420,src/dewey/consolidated_functions/cli,src/dewey/legacy_functions/cli.py,src/dewey/legacy_functions/cli.py,False,moved
2025-03-16T16:19:10.065361,src/dewey/consolidated_functions/test_flow_serving,tests/legacy/test_flow_serving.py,tests/legacy/test_flow_serving.py,False,moved
2025-03-16T16:19:10.077497,src/dewey/consolidated_functions/test_company_tracker,tests/legacy/test_company_tracker.py,tests/legacy/test_company_tracker.py,False,moved
2025-03-16T16:19:10.090486,src/dewey/consolidated_functions/email_prioritization,src/dewey/llm/legacy/email_prioritization.py,src/dewey/llm/legacy/email_prioritization.py,False,moved
2025-03-16T16:19:10.103656,src/dewey/consolidated_functions/next_question_suggestion,src/dewey/llm/legacy/next_question_suggestion.py,src/dewey/llm/legacy/next_question_suggestion.py,False,moved
2025-03-16T16:19:10.115865,src/dewey/consolidated_functions/test_config,tests/legacy/test_config.py,tests/legacy/test_config.py,False,moved
2025-03-16T16:19:10.127649,src/dewey/consolidated_functions/document_processing,src/dewey/core/legacy/document_processing.py,src/dewey/core/legacy/document_processing.py,False,moved
2025-03-16T16:19:10.141989,src/dewey/consolidated_functions/metadata_generator,src/dewey/legacy_functions/metadata_generator.py,src/dewey/legacy_functions/metadata_generator.py,False,moved
2025-03-16T16:19:10.155216,src/dewey/consolidated_functions/server_menu,src/dewey/legacy_functions/server_menu.py,src/dewey/legacy_functions/server_menu.py,False,moved
2025-03-16T16:19:10.170695,src/dewey/consolidated_functions/schemas,src/dewey/legacy_functions/schemas.py,src/dewey/legacy_functions/schemas.py,False,moved
2025-03-16T16:19:10.183212,src/dewey/consolidated_functions/dashboard_generator,src/dewey/legacy_functions/dashboard_generator.py,src/dewey/legacy_functions/dashboard_generator.py,False,moved
2025-03-16T16:19:10.195532,src/dewey/consolidated_functions/tagging_engine,src/dewey/llm/legacy/tagging_engine.py,src/dewey/llm/legacy/tagging_engine.py,False,moved
2025-03-16T16:19:10.206779,src/dewey/consolidated_functions/company_analysis_deployment,src/dewey/llm/legacy/company_analysis_deployment.py,src/dewey/llm/legacy/company_analysis_deployment.py,False,moved
2025-03-16T16:19:10.221721,src/dewey/consolidated_functions/gmail_label_learner,src/dewey/legacy_functions/gmail_label_learner.py,src/dewey/legacy_functions/gmail_label_learner.py,False,moved
2025-03-16T16:19:10.235416,src/dewey/consolidated_functions/company_analysis_app,src/dewey/legacy_functions/company_analysis_app.py,src/dewey/legacy_functions/company_analysis_app.py,False,moved
2025-03-16T16:19:10.249891,src/dewey/consolidated_functions/markdown_updater,src/dewey/legacy_functions/markdown_updater.py,src/dewey/legacy_functions/markdown_updater.py,False,moved
2025-03-16T16:19:10.266233,src/dewey/consolidated_functions/ethical_analysis,src/dewey/legacy_functions/ethical_analysis.py,src/dewey/legacy_functions/ethical_analysis.py,False,moved
2025-03-16T16:19:10.280206,src/dewey/consolidated_functions/base_widget,src/dewey/legacy_functions/base_widget.py,src/dewey/legacy_functions/base_widget.py,False,moved
2025-03-16T16:19:10.296653,src/dewey/consolidated_functions/log_manager,src/dewey/llm/legacy/log_manager.py,src/dewey/llm/legacy/log_manager.py,False,moved
2025-03-16T16:19:10.309266,src/dewey/consolidated_functions/docstring_agent,src/dewey/refactor/RF_docstring_agent.py,src/dewey/refactor/RF_docstring_agent.py,False,moved
2025-03-16T16:19:10.321956,src/dewey/consolidated_functions/lunar_widget,src/dewey/legacy_functions/lunar_widget.py,src/dewey/legacy_functions/lunar_widget.py,False,moved
2025-03-16T16:19:10.335094,src/dewey/consolidated_functions/open_meteo_weather,src/dewey/core/legacy/open_meteo_weather.py,src/dewey/core/legacy/open_meteo_weather.py,False,moved
2025-03-16T16:19:10.348359,src/dewey/consolidated_functions/db_converters,src/dewey/llm/legacy/db_converters.py,src/dewey/llm/legacy/db_converters.py,False,moved
2025-03-16T16:19:10.363206,src/dewey/consolidated_functions/duckdb_loader,src/dewey/core/legacy/duckdb_loader.py,src/dewey/core/legacy/duckdb_loader.py,False,moved
